datetime, usd, czk
2021.03.01 00:55:39,46430.18067730,975030
2021.03.01 01:53:37,46439.18255281,975219
2021.03.01 02:22:55,46510.95387392,976710
2021.03.01 02:48:12,46693.39103354,980553
2021.03.01 02:58:21,46690.53174072,980490
2021.03.01 03:26:36,46554.83836245,977634
2021.03.01 03:47:48,46452.57280995,975492
2021.03.01 03:56:38,46528.65246171,977088
2021.03.01 04:29:42,46252.80790564,971292
2021.03.01 04:52:30,46601.33136143,978621
2021.03.01 05:04:41,46553.49449865,977613
2021.03.01 05:28:30,46401.83686753,974421
2021.03.01 05:44:57,46275.40337507,971775
2021.03.01 05:53:46,46232.28366760,970872
2021.03.01 06:13:02,46334.71307875,973014
2021.03.01 06:38:44,46184.85929292,969864
2021.03.01 06:56:47,45981.87322787,965601
2021.03.01 07:23:48,46226.97914230,970746
2021.03.01 07:38:32,46151.33749412,969171
2021.03.01 07:48:07,46166.22310132,969486
2021.03.01 07:57:08,46239.75164739,971019
2021.03.01 08:30:08,47036.23407668,987756
2021.03.01 08:50:57,47217.98281997,991557
2021.03.01 08:59:52,47222.25211276,991662
2021.03.01 10:36:30,47344.70633515,994224
2021.03.01 10:54:41,47651.57213738,1000671
2021.03.01 11:06:23,47630.28914851,1000230
2021.03.01 11:11:54,47790.91848657,1003590
2021.03.01 11:25:03,47821.97243695,1004241
2021.03.01 11:36:09,47708.67048932,1001868
2021.03.01 11:46:36,47809.98162676,1003989
2021.03.01 11:55:34,47801.85761589,1003821
2021.03.01 12:29:55,47646.68588916,1000566
2021.03.01 12:57:40,47960.55444153,1007160
2021.03.01 13:24:40,48281.61715472,1013901
2021.03.01 13:39:36,48064.75651973,1009344
2021.03.01 13:48:32,48169.22367532,1011549
2021.03.01 13:57:29,48120.87886934,1010520
2021.03.01 14:24:32,48089.45988794,1009869
2021.03.01 14:40:18,48400.00522572,1016400
2021.03.01 14:50:34,48319.04229879,1014699
2021.03.01 14:58:34,48252.06106287,1013292
2021.03.01 15:26:10,48602.26979556,1020642
2021.03.01 15:45:52,49161.74732213,1032381
2021.03.01 15:56:26,49196.16425994,1033116
2021.03.01 16:43:40,49003.57956736,1029063
2021.03.01 17:20:40,48875.58007048,1026375
2021.03.01 17:52:39,48751.11859624,1023771
2021.03.01 18:04:09,48717.34365672,1023057
2021.03.01 18:33:32,48500.06424463,1018500
2021.03.01 18:57:33,48552.73113353,1019592
2021.03.01 19:12:07,48533.53562930,1019193
2021.03.01 19:28:36,48360.71898690,1015560
2021.03.01 19:36:52,48400.90392167,1016400
2021.03.01 19:49:29,48197.05824883,1012137
2021.03.01 19:53:52,48388.55959980,1016148
2021.03.01 20:13:02,48501.17260467,1018521
2021.03.01 20:39:18,48195.35707811,1012095
2021.03.01 20:52:32,48369.49868270,1015749
2021.03.01 21:01:03,48543.46357932,1019403
2021.03.01 21:25:38,48649.61764340,1021629
2021.03.01 21:37:23,48602.68268088,1020642
2021.03.01 21:52:35,48816.39087074,1025136
2021.03.01 21:59:25,48846.08545462,1025766
2021.03.01 22:33:12,49024.40183799,1029504
2021.03.01 22:56:11,49057.80943200,1030197
2021.03.01 23:05:03,49143.29898358,1032003
2021.03.01 23:28:03,49719.35335798,1044099
2021.03.01 23:43:57,49638.98678806,1042398
2021.03.01 23:52:47,49708.06289191,1043868
2021.03.02 00:12:30,49840.23970674,1046640
2021.03.02 01:01:10,49465.64821233,1038765
2021.03.02 01:36:07,49155.94990286,1032255
2021.03.02 01:52:32,49290.02193703,1035090
2021.03.02 02:05:32,49403.55207401,1037463
2021.03.02 02:29:52,49489.72632241,1039269
2021.03.02 02:46:39,49702.18429493,1043742
2021.03.02 02:55:35,49615.14464297,1041915
2021.03.02 03:23:42,49235.19515884,1033935
2021.03.02 03:41:44,49106.59126724,1031226
2021.03.02 03:54:02,49092.91506518,1030932
2021.03.02 04:16:54,48976.63517133,1028496
2021.03.02 04:40:02,49011.88581395,1029231
2021.03.02 04:55:54,49136.22208430,1031856
2021.03.02 05:22:46,49330.80727234,1035930
2021.03.02 05:36:52,49016.83223853,1029336
2021.03.02 05:46:25,49055.19174668,1030155
2021.03.02 05:55:39,48901.20866014,1026921
2021.03.02 06:25:01,48621.30078922,1021041
2021.03.02 06:47:36,48886.96893992,1026606
2021.03.02 06:58:01,48734.44163931,1023414
2021.03.02 07:24:20,48730.93286423,1023330
2021.03.02 07:39:16,48909.13578703,1027089
2021.03.02 07:48:05,48781.42170404,1024401
2021.03.02 07:57:09,48668.45501042,1022028
2021.03.02 08:29:23,48910.90799581,1027110
2021.03.02 08:49:52,49226.07468324,1033746
2021.03.02 08:58:43,49031.64078336,1029651
2021.03.02 09:24:41,49161.84021095,1032381
2021.03.02 09:39:50,49202.65871124,1033242
2021.03.02 09:49:46,49290.47953767,1035090
2021.03.02 09:57:37,49196.88047606,1033116
2021.03.02 10:23:06,49062.58206928,1030302
2021.03.02 10:35:45,49207.27350637,1033347
2021.03.02 10:46:34,49201.23669989,1033221
2021.03.02 10:55:21,48930.04670987,1027530
2021.03.02 11:17:03,48921.38045343,1027341
2021.03.02 11:28:22,48849.30482076,1025829
2021.03.02 11:38:30,49041.56080193,1029861
